EVENT_ID,CZ_NAME_STR,BEGIN_LOCATION,BEGIN_DATE,BEGIN_TIME,EVENT_TYPE,MAGNITUDE,TOR_F_SCALE,DEATHS_DIRECT,INJURIES_DIRECT,DAMAGE_PROPERTY_NUM,DAMAGE_CROPS_NUM,STATE_ABBR,CZ_TIMEZONE,MAGNITUDE_TYPE,EPISODE_ID,CZ_TYPE,CZ_FIPS,WFO,INJURIES_INDIRECT,DEATHS_INDIRECT,SOURCE,FLOOD_CAUSE,TOR_LENGTH,TOR_WIDTH,BEGIN_RANGE,BEGIN_AZIMUTH,END_RANGE,END_AZIMUTH,END_LOCATION,END_DATE,END_TIME,BEGIN_LAT,BEGIN_LON,END_LAT,END_LON,EVENT_NARRATIVE,EPISODE_NARRATIVE,ABSOLUTE_ROWNUMBER
1174166,WARRICK CO.,ST JOHN,04/02/2024,459,Tornado, ,EF1,0,0,3000,0,IN,CST-6, ,190640,C,173,PAH,0,0,NWS Storm Survey, ,1.06,150,1,WSW,1,SSW,ST JOHN,04/02/2024,500,38.0698,-87.4728,38.0677,-87.4535,"An EF-2 tornado (peak of EF-1 in the Warrick County portion) entered into Central Warrick County from Vanderburgh County just north of Kansas Rd during the early morning hours of April 2nd. A roughly 150 yd swath of trees were intermittently snapped to the west of Klippel Rd. The tornado trended weaker soon after, lifting east of Euler Rd after damaging tree limbs. Estimated peak winds for the Warrick County segment were 90 mph.","Early morning, the surface low was located just north of St. Louis, Missouri, lifting to the NNE as it rapidly deepened. For Southwest Indiana, early morning effective bulk shear was 65-70 kts, with a very high 25-30 kts of 0-1 km shear, while SRHs were around 150-200 m2/s2. MLCAPE was 1000 J/kg, and mid-level lapse rates were 7 C/km. A 70-90 kt mid-level jet was west of the Quad State. A strong capping inversion suppressed storm activity in the evening, but the strong lift and upper level diffluence won out early morning. Two lines of storms developed after midnight in Southeast Missouri. The first just missed to the north of Gibson County. The latter was a very potent thunderstorm line racing eastward early morning April 2nd. This line continued throughout the day all the way to West Virginia, being designated a derecho. For Southwest Indiana, widespread wind damage occurred with this line, and sections of the line that took a north-south orientation had a much more favorable line-normal component of shear promoting QLCS tornado development. This was the case for Posey, Vanderburgh, and Warrick Counties. Seven tornadoes originated in Southwest Indiana: 2 (both EF-2) in Posey County, 3 in Vanderburgh County (1 EF-2 and 2 EF-1), and 2 in Warrick County (both EF-1). Including county crossovers, there were 4 tornadoes in Posey County, 4 in Vanderburgh County, and 6 in Warrick County. Four tornadoes crossed from Vanderburgh into Warrick County at approximately the same time. There were also 3 microbursts/macrobursts south of the tornado tracks: a microburst in Posey County, a macroburst that progressed from Parkers Settlement in Posey County to Melody Hill in Vanderburgh County, and a microburst south of Boonville in Warrick County. A total of 19 tornadoes were found during this event, the highest single day total for the NWS Paducah forecast area since Halloween 2003 (also 19). Vanderburgh County EMA tallied up at least 42 structures damaged (including 5 with roof damage, 7 houses damaged or destroyed, 7 hours with trees on them, 15 barns or storage structures damaged or destroyed, a gas station overhang blown over, and a radio tower blown over). Additionally, 4 semis or semi-trailers and 4 cars were blown over. Numerous metal power poles were blown over and bent in half along US-41.",255
1174176,WARRICK CO.,ELBERFELD,04/02/2024,459,Tornado, ,EF1,0,0,75000,0,IN,CST-6, ,190640,C,173,PAH,0,0,NWS Storm Survey, ,3.29,200,2,SW,3,SE,ELBERFELD,04/02/2024,503,38.1508,-87.4677,38.1426,-87.408,"An EF-1 tornado progressed into northwestern Warrick County, IN, after having begun in northeast Vanderburgh County during the early morning hours of April 2nd. Damage to several trees in tree lines between Elberfeld Rd and Seven Hills Rd was observed. The tornado continued south-southeastward south of Elberfeld, shifting more eastward at Seven Hills Rd. A barn was destroyed on Seven Hills Rd with tree damage observed further east. The tornado lifted near Pigeon Creek. Estimated peak winds for this tornado and for the Warrick County portion of it, were 105 mph.","Early morning, the surface low was located just north of St. Louis, Missouri, lifting to the NNE as it rapidly deepened. For Southwest Indiana, early morning effective bulk shear was 65-70 kts, with a very high 25-30 kts of 0-1 km shear, while SRHs were around 150-200 m2/s2. MLCAPE was 1000 J/kg, and mid-level lapse rates were 7 C/km. A 70-90 kt mid-level jet was west of the Quad State. A strong capping inversion suppressed storm activity in the evening, but the strong lift and upper level diffluence won out early morning. Two lines of storms developed after midnight in Southeast Missouri. The first just missed to the north of Gibson County. The latter was a very potent thunderstorm line racing eastward early morning April 2nd. This line continued throughout the day all the way to West Virginia, being designated a derecho. For Southwest Indiana, widespread wind damage occurred with this line, and sections of the line that took a north-south orientation had a much more favorable line-normal component of shear promoting QLCS tornado development. This was the case for Posey, Vanderburgh, and Warrick Counties. Seven tornadoes originated in Southwest Indiana: 2 (both EF-2) in Posey County, 3 in Vanderburgh County (1 EF-2 and 2 EF-1), and 2 in Warrick County (both EF-1). Including county crossovers, there were 4 tornadoes in Posey County, 4 in Vanderburgh County, and 6 in Warrick County. Four tornadoes crossed from Vanderburgh into Warrick County at approximately the same time. There were also 3 microbursts/macrobursts south of the tornado tracks: a microburst in Posey County, a macroburst that progressed from Parkers Settlement in Posey County to Melody Hill in Vanderburgh County, and a microburst south of Boonville in Warrick County. A total of 19 tornadoes were found during this event, the highest single day total for the NWS Paducah forecast area since Halloween 2003 (also 19). Vanderburgh County EMA tallied up at least 42 structures damaged (including 5 with roof damage, 7 houses damaged or destroyed, 7 hours with trees on them, 15 barns or storage structures damaged or destroyed, a gas station overhang blown over, and a radio tower blown over). Additionally, 4 semis or semi-trailers and 4 cars were blown over. Numerous metal power poles were blown over and bent in half along US-41.",256
1174191,WARRICK CO.,ST JOHN,04/02/2024,459,Tornado, ,EF1,0,0,20000,0,IN,CST-6, ,190640,C,173,PAH,0,0,NWS Storm Survey, ,3.04,100,3,NNW,2,NNW,MILLERSBURG,04/02/2024,503,38.1227,-87.4665,38.1249,-87.4107,"An EF-2 tornado (max winds EF-1 in Warrick County) crossed into Warrick County just east of Elliott in Vanderburgh County, then progressed eastward damaging trees and a barn door on Base Line Rd. Near the intersection of Bethe Lane and Saint John Rd, another tornado to the north merged into this path. Several trees were uprooted east of Schultz Rd, with the tornado dissipating in the woods. Peak estimated winds were 90 mph in Warrick County with this tornado.","Early morning, the surface low was located just north of St. Louis, Missouri, lifting to the NNE as it rapidly deepened. For Southwest Indiana, early morning effective bulk shear was 65-70 kts, with a very high 25-30 kts of 0-1 km shear, while SRHs were around 150-200 m2/s2. MLCAPE was 1000 J/kg, and mid-level lapse rates were 7 C/km. A 70-90 kt mid-level jet was west of the Quad State. A strong capping inversion suppressed storm activity in the evening, but the strong lift and upper level diffluence won out early morning. Two lines of storms developed after midnight in Southeast Missouri. The first just missed to the north of Gibson County. The latter was a very potent thunderstorm line racing eastward early morning April 2nd. This line continued throughout the day all the way to West Virginia, being designated a derecho. For Southwest Indiana, widespread wind damage occurred with this line, and sections of the line that took a north-south orientation had a much more favorable line-normal component of shear promoting QLCS tornado development. This was the case for Posey, Vanderburgh, and Warrick Counties. Seven tornadoes originated in Southwest Indiana: 2 (both EF-2) in Posey County, 3 in Vanderburgh County (1 EF-2 and 2 EF-1), and 2 in Warrick County (both EF-1). Including county crossovers, there were 4 tornadoes in Posey County, 4 in Vanderburgh County, and 6 in Warrick County. Four tornadoes crossed from Vanderburgh into Warrick County at approximately the same time. There were also 3 microbursts/macrobursts south of the tornado tracks: a microburst in Posey County, a macroburst that progressed from Parkers Settlement in Posey County to Melody Hill in Vanderburgh County, and a microburst south of Boonville in Warrick County. A total of 19 tornadoes were found during this event, the highest single day total for the NWS Paducah forecast area since Halloween 2003 (also 19). Vanderburgh County EMA tallied up at least 42 structures damaged (including 5 with roof damage, 7 houses damaged or destroyed, 7 hours with trees on them, 15 barns or storage structures damaged or destroyed, a gas station overhang blown over, and a radio tower blown over). Additionally, 4 semis or semi-trailers and 4 cars were blown over. Numerous metal power poles were blown over and bent in half along US-41.",257
1174186,WARRICK CO.,ELBERFELD,04/02/2024,459,Tornado, ,EF1,0,0,5000,0,IN,CST-6, ,190640,C,173,PAH,0,0,NWS Storm Survey, ,1,100,3,SSW,3,N,ST JOHN,04/02/2024,501,38.1297,-87.468,38.1246,-87.4507,"An EF-1 tornado continued into Warrick County from Vanderburgh County during the early morning hours on April 2nd. The tornado continues tracking southeastward, producing snapped tree trunks at Bethe Lane where the tornado merged into another tornado track. Estimated peak winds for the Warrick County portion of the tornado were 105 mph.","Early morning, the surface low was located just north of St. Louis, Missouri, lifting to the NNE as it rapidly deepened. For Southwest Indiana, early morning effective bulk shear was 65-70 kts, with a very high 25-30 kts of 0-1 km shear, while SRHs were around 150-200 m2/s2. MLCAPE was 1000 J/kg, and mid-level lapse rates were 7 C/km. A 70-90 kt mid-level jet was west of the Quad State. A strong capping inversion suppressed storm activity in the evening, but the strong lift and upper level diffluence won out early morning. Two lines of storms developed after midnight in Southeast Missouri. The first just missed to the north of Gibson County. The latter was a very potent thunderstorm line racing eastward early morning April 2nd. This line continued throughout the day all the way to West Virginia, being designated a derecho. For Southwest Indiana, widespread wind damage occurred with this line, and sections of the line that took a north-south orientation had a much more favorable line-normal component of shear promoting QLCS tornado development. This was the case for Posey, Vanderburgh, and Warrick Counties. Seven tornadoes originated in Southwest Indiana: 2 (both EF-2) in Posey County, 3 in Vanderburgh County (1 EF-2 and 2 EF-1), and 2 in Warrick County (both EF-1). Including county crossovers, there were 4 tornadoes in Posey County, 4 in Vanderburgh County, and 6 in Warrick County. Four tornadoes crossed from Vanderburgh into Warrick County at approximately the same time. There were also 3 microbursts/macrobursts south of the tornado tracks: a microburst in Posey County, a macroburst that progressed from Parkers Settlement in Posey County to Melody Hill in Vanderburgh County, and a microburst south of Boonville in Warrick County. A total of 19 tornadoes were found during this event, the highest single day total for the NWS Paducah forecast area since Halloween 2003 (also 19). Vanderburgh County EMA tallied up at least 42 structures damaged (including 5 with roof damage, 7 houses damaged or destroyed, 7 hours with trees on them, 15 barns or storage structures damaged or destroyed, a gas station overhang blown over, and a radio tower blown over). Additionally, 4 semis or semi-trailers and 4 cars were blown over. Numerous metal power poles were blown over and bent in half along US-41.",258
1174232,WARRICK CO.,CHANDLER,04/02/2024,504,Tornado, ,EF1,0,0,75000,0,IN,CST-6, ,190640,C,173,PAH,0,0,NWS Storm Survey, ,1.64,100,2,S,3,SE,CHANDLER,04/02/2024,506,38.0199,-87.3629,38.0166,-87.333,"An EF-1 tornado touched down west of IN-261, and then impacted a residential area south of Hunter Rd. Three homes suffered substantial damage to their roofs. The tornado continued east-southeast to S. Center Rd before lifting just east of there. Hundreds of trees were either snapped or uprooted in the path. This survey was completed in partnership with Vanderburgh County and Warrick County Emergency Management Agencies. Estimated peak winds were 95 mph.","Early morning, the surface low was located just north of St. Louis, Missouri, lifting to the NNE as it rapidly deepened. For Southwest Indiana, early morning effective bulk shear was 65-70 kts, with a very high 25-30 kts of 0-1 km shear, while SRHs were around 150-200 m2/s2. MLCAPE was 1000 J/kg, and mid-level lapse rates were 7 C/km. A 70-90 kt mid-level jet was west of the Quad State. A strong capping inversion suppressed storm activity in the evening, but the strong lift and upper level diffluence won out early morning. Two lines of storms developed after midnight in Southeast Missouri. The first just missed to the north of Gibson County. The latter was a very potent thunderstorm line racing eastward early morning April 2nd. This line continued throughout the day all the way to West Virginia, being designated a derecho. For Southwest Indiana, widespread wind damage occurred with this line, and sections of the line that took a north-south orientation had a much more favorable line-normal component of shear promoting QLCS tornado development. This was the case for Posey, Vanderburgh, and Warrick Counties. Seven tornadoes originated in Southwest Indiana: 2 (both EF-2) in Posey County, 3 in Vanderburgh County (1 EF-2 and 2 EF-1), and 2 in Warrick County (both EF-1). Including county crossovers, there were 4 tornadoes in Posey County, 4 in Vanderburgh County, and 6 in Warrick County. Four tornadoes crossed from Vanderburgh into Warrick County at approximately the same time. There were also 3 microbursts/macrobursts south of the tornado tracks: a microburst in Posey County, a macroburst that progressed from Parkers Settlement in Posey County to Melody Hill in Vanderburgh County, and a microburst south of Boonville in Warrick County. A total of 19 tornadoes were found during this event, the highest single day total for the NWS Paducah forecast area since Halloween 2003 (also 19). Vanderburgh County EMA tallied up at least 42 structures damaged (including 5 with roof damage, 7 houses damaged or destroyed, 7 hours with trees on them, 15 barns or storage structures damaged or destroyed, a gas station overhang blown over, and a radio tower blown over). Additionally, 4 semis or semi-trailers and 4 cars were blown over. Numerous metal power poles were blown over and bent in half along US-41.",259
1174206,WARRICK CO.,STANLEY,04/02/2024,505,Tornado, ,EF1,0,0,100000,0,IN,CST-6, ,190640,C,173,PAH,0,0,NWS Storm Survey, ,8.45,200,2,SSE,1,SW,FOLSOMVILLE,04/02/2024,513,38.1413,-87.3349,38.1216,-87.1814,"An EF-1 tornado formed in northern Warrick County, IN, during the early morning hours of April 2nd. The tornado did damage to part of a roof on Turpin Hill Rd along with snapping many trees near the Turpin Hill Rd railroad crossing. The tornado shifted southeastward, regaining an easterly trajectory upon reaching Old Kelly Rd. On Folsomville Rd, a large barn was destroyed and significant shingle damage occurred at a home. The tornado dissipated further east at Austill Rd. Overall, dozens of trees were snapped or uprooted and a few other homes observed minor damage. Estimated peak winds were 100 mph.","Early morning, the surface low was located just north of St. Louis, Missouri, lifting to the NNE as it rapidly deepened. For Southwest Indiana, early morning effective bulk shear was 65-70 kts, with a very high 25-30 kts of 0-1 km shear, while SRHs were around 150-200 m2/s2. MLCAPE was 1000 J/kg, and mid-level lapse rates were 7 C/km. A 70-90 kt mid-level jet was west of the Quad State. A strong capping inversion suppressed storm activity in the evening, but the strong lift and upper level diffluence won out early morning. Two lines of storms developed after midnight in Southeast Missouri. The first just missed to the north of Gibson County. The latter was a very potent thunderstorm line racing eastward early morning April 2nd. This line continued throughout the day all the way to West Virginia, being designated a derecho. For Southwest Indiana, widespread wind damage occurred with this line, and sections of the line that took a north-south orientation had a much more favorable line-normal component of shear promoting QLCS tornado development. This was the case for Posey, Vanderburgh, and Warrick Counties. Seven tornadoes originated in Southwest Indiana: 2 (both EF-2) in Posey County, 3 in Vanderburgh County (1 EF-2 and 2 EF-1), and 2 in Warrick County (both EF-1). Including county crossovers, there were 4 tornadoes in Posey County, 4 in Vanderburgh County, and 6 in Warrick County. Four tornadoes crossed from Vanderburgh into Warrick County at approximately the same time. There were also 3 microbursts/macrobursts south of the tornado tracks: a microburst in Posey County, a macroburst that progressed from Parkers Settlement in Posey County to Melody Hill in Vanderburgh County, and a microburst south of Boonville in Warrick County. A total of 19 tornadoes were found during this event, the highest single day total for the NWS Paducah forecast area since Halloween 2003 (also 19). Vanderburgh County EMA tallied up at least 42 structures damaged (including 5 with roof damage, 7 houses damaged or destroyed, 7 hours with trees on them, 15 barns or storage structures damaged or destroyed, a gas station overhang blown over, and a radio tower blown over). Additionally, 4 semis or semi-trailers and 4 cars were blown over. Numerous metal power poles were blown over and bent in half along US-41.",260
1176630,NELSON CO.,CHAPLIN,04/02/2024,750,Tornado, ,EF1,0,0,0,0,KY,EST-5, ,191095,C,179,LMK,0,0,NWS Storm Survey, ,4.97,125,2,N,4,ESE,CHAPLIN,04/02/2024,755,37.9341,-85.2201,37.886,-85.154,"The National Weather Service conducted a storm damage assessment survey in Nelson County from the storms mid morning, April 2. The tornado touched down between Maude Cooksey Lane and Hagan Lane, just northwest of Chaplin, in northeast Nelson County. Drone photography and a resident showed extensive tree damage in the|middle of a farmers field near several farmers ponds. Winds speeds were around 80 mph with a width of 75 yards. The tornado increased in speed to EF1 90 mph all along Hahn Ridge Road. 10 Barns had extensive roof damage, with debris spread to the|east through southerly directions and parts of the barn were thrown up to a half a mile downwind. The width increased to 125 yards.   ||There was extensive tree damage along with significant structural damage to the Barndominium at KY 62 and Hahn Ridge Road on the north side of 62.  This large barn garage structure, lost its entire side garage and was thrown several hundred yards to the east southeast. There were significant 2 by 4 and 2 by 8 boards impairments up to 300 yards downwind. Winds increased to EF1 95 mph with a width of 125 mph. There were trees uprooted and topped along Prather Ridge Road as the tornado continued to move to the east southeast. The tornado was consistently around 85 mph, EF0, with a width of 125 yards. There was uplift of two outbuildings along love Ridge Road, along with uprooted and topped trees.  Winds speeds were around 85 mph with a width of |100 yards. The tornado was weakening as it crossed Kentucky 555 and the Chaplain River into Washington County. The EF1 tornado traveled a total of 5.02 miles before lifting just across the Washington County line.","As a surface low cut across Missouri and Illinois, its eastward stretching warm front moved north across central Indiana while its cold front moved east towards the Lower Ohio Valley. This placed central Kentucky in the warm sector, where 3 separate lines of convection moved through during the day. The first line of storms generating from an early morning outflow boundary dropped southeast through the area. This produced six tornadoes, mainly through the Bluegrass region. The second line, moving west to east, just produced some passing showers and thunderstorms. The third line, just ahead of the cold front, moved through during the evening hours. This produced three more tornadoes along the Interstate 71 corridor. One of these tornadoes began in Clark County, Indiana before crossing the Ohio River into Kentucky.",261
1176642,WASHINGTON CO.,TATHAM SPGS,04/02/2024,755,Tornado, ,EF0,0,0,0,0,KY,EST-5, ,191095,C,229,LMK,0,0,NWS Storm Survey, ,0.05,60,2,WNW,2,WNW,TATHAM SPGS,04/02/2024,756,37.886,-85.154,37.8853,-85.1538,"As the tornado was exiting Nelson County and entering Washington County, it was weakening as it crossed Kentucky 555 and the Chaplain River. There were a few top trees and wind speeds had decreased to 75 mph with a width of 60 yards before the tornado lifted. This EF1 tornado traveled a total of 5.02 miles from where it began near Maude Cooksey Lane and Hagan Lane in Nelson County to where it ended in Washington County.","As a surface low cut across Missouri and Illinois, its eastward stretching warm front moved north across central Indiana while its cold front moved east towards the Lower Ohio Valley. This placed central Kentucky in the warm sector, where 3 separate lines of convection moved through during the day. The first line of storms generating from an early morning outflow boundary dropped southeast through the area. This produced six tornadoes, mainly through the Bluegrass region. The second line, moving west to east, just produced some passing showers and thunderstorms. The third line, just ahead of the cold front, moved through during the evening hours. This produced three more tornadoes along the Interstate 71 corridor. One of these tornadoes began in Clark County, Indiana before crossing the Ohio River into Kentucky.",262
1176627,ANDERSON CO.,SINAI,04/02/2024,756,Tornado, ,EF1,0,0,0,0,KY,EST-5, ,191095,C,5,LMK,0,0,NWS Storm Survey, ,2.1,150,1,WNW,1,SE,SINAI,04/02/2024,759,37.9558,-85.0453,37.9384,-85.0143,"The National Weather Service conducted a storm damage assessment survey in Anderson County from the storms mid morning, April 2. The tornado touched down in far southwest Anderson county just off Mays Road (just west of KY 53) snapping and twisting some trees. Winds speeds were around 75 mph with a width of 50 yards.|The tornado increased in speed to EF1, 95 mph along Willisburg Road (KY 53). ||A well built home had extensive roof damage, 2 barns lost large sections of their roofs. Insulation and metal sheeting from the barns were thrown up to 300 yards to the east and southerly direction. The resident was in his basement, and heard the roar and had his ear pop from the low pressure. The width increased to 100 yards.  ||The tornado continued moving to the east southeast damaging more trees on Baxter Ridge Road. One house had shingle, soffit and gutter damage. Winds speeds were EF0, 85 mph with a width of 150 yards. Drone photography was used to find the ending point in a grove of trees, halfway between Baxter Ridge Road and Puncheon Creek Road. Drone photography found a few topped and uprooted trees. Winds speeds were around EF0, 75 mph, with a width of 50 yards.","As a surface low cut across Missouri and Illinois, its eastward stretching warm front moved north across central Indiana while its cold front moved east towards the Lower Ohio Valley. This placed central Kentucky in the warm sector, where 3 separate lines of convection moved through during the day. The first line of storms generating from an early morning outflow boundary dropped southeast through the area. This produced six tornadoes, mainly through the Bluegrass region. The second line, moving west to east, just produced some passing showers and thunderstorms. The third line, just ahead of the cold front, moved through during the evening hours. This produced three more tornadoes along the Interstate 71 corridor. One of these tornadoes began in Clark County, Indiana before crossing the Ohio River into Kentucky.",263
1176622,WOODFORD CO.,PINCKARD,04/02/2024,811,Tornado, ,EF1,0,0,0,0,KY,EST-5, ,191095,C,239,LMK,0,0,NWS Storm Survey, ,1.09,300,1,NNW,0,ESE,PINCKARD,04/02/2024,814,37.981,-84.6843,37.968,-84.673,"The tornado first touched down causing roof damage to two barns just west of Pinckard Pike before the Woodford/Jessamine border. The owner was in the house northeast of those barns and witnessed the roofs peeling off towards the northeast and then saw them change direction, taking a hard right. A tree north of the property fell towards the south and a home on the north side had a window broken by debris travelling north. The southern barn had its southern wall partially thrown to the south and a stone |culvert had a few stones pushed south as well. Across the street from this barn several trees were downed and in a somewhat convergent pattern. A garage door was blown out and the south facing wall got pushed outward. The tornado traveled south southeastward with more tree damage noted along Pinckard Pike before the tornado crossed into Jessamine County. The total path length of the EF1 tornado which began in Woodford County and ended in Jessamine County was 1.82 miles.","As a surface low cut across Missouri and Illinois, its eastward stretching warm front moved north across central Indiana while its cold front moved east towards the Lower Ohio Valley. This placed central Kentucky in the warm sector, where 3 separate lines of convection moved through during the day. The first line of storms generating from an early morning outflow boundary dropped southeast through the area. This produced six tornadoes, mainly through the Bluegrass region. The second line, moving west to east, just produced some passing showers and thunderstorms. The third line, just ahead of the cold front, moved through during the evening hours. This produced three more tornadoes along the Interstate 71 corridor. One of these tornadoes began in Clark County, Indiana before crossing the Ohio River into Kentucky.",264
1176624,JESSAMINE CO.,DIXON TOWN,04/02/2024,814,Tornado, ,EF1,0,0,0,0,KY,EST-5, ,191095,C,113,LMK,0,0,NWS Storm Survey, ,0.69,300,3,NNW,2,NNW,DIXON TOWN,04/02/2024,815,37.968,-84.673,37.9643,-84.6613,"After the tornado crossed into Jessamine County from Woodford County, the tornado took a bit of left turn towards a property where it caused damage to multiple structures. Two barns were demolished and another had significant roof damage. One barn was pushed in two directions off its stone foundation. The damage path for part of the barn went to the southeast and another part went farther downstream to the northeast. The tornado broke a couple more limbs before lifting. The EF1 tornado was on the ground for a total of 1.82 miles from where it began in Woodford County and ended in Jessamine County.","As a surface low cut across Missouri and Illinois, its eastward stretching warm front moved north across central Indiana while its cold front moved east towards the Lower Ohio Valley. This placed central Kentucky in the warm sector, where 3 separate lines of convection moved through during the day. The first line of storms generating from an early morning outflow boundary dropped southeast through the area. This produced six tornadoes, mainly through the Bluegrass region. The second line, moving west to east, just produced some passing showers and thunderstorms. The third line, just ahead of the cold front, moved through during the evening hours. This produced three more tornadoes along the Interstate 71 corridor. One of these tornadoes began in Clark County, Indiana before crossing the Ohio River into Kentucky.",265
1176619,JESSAMINE CO.,BRANNON,04/02/2024,818,Tornado, ,EF1,0,0,0,0,KY,EST-5, ,191095,C,113,LMK,0,0,NWS Storm Survey, ,0.42,150,1,S,1,SSE,BRANNON,04/02/2024,819,37.9372,-84.5483,37.9328,-84.543,"The National Weather Service conducted a storm damage assessment survey in Jessamine County from the storms mid-morning, April 2.||The tornado touched down on the northeast side of Nicholasville off of US 27 just south of the Sam's Club, but north of the Providence school. The tornado touched down just west of US 27 by storage shed roadside company. Two of the storage sheds were picked up and thrown onto the highway. Winds speeds were 90 mph (EF1), with a damage width of 75 yards. ||The tornado crossed US 27 and increased in speed and size, going into the Park Central Industrial Park doing the most extensive damage of the short tornado track. Many buildings and warehouses had significant portions of their roof torn apart, doors blown |out, and wall panels pulled away from their buildings. Buildings that did not lose any part of the roof had numerous shingles removed from the top of the roofs.||There were impalements of boards and drywall into surrounding buildings and the ground. Winds speeds were 110 mph, EF1, with a width of 150 yards. A car lot had 3 vehicles picked up and flipped over and a very heavy travel trailer was moved 20 yards and shifted 30 degrees to the east northeast. Debris from the industrial park was thrown into a heavily wooded area and thrown in directions from the east northeast all the way to the southeast.","As a surface low cut across Missouri and Illinois, its eastward stretching warm front moved north across central Indiana while its cold front moved east towards the Lower Ohio Valley. This placed central Kentucky in the warm sector, where 3 separate lines of convection moved through during the day. The first line of storms generating from an early morning outflow boundary dropped southeast through the area. This produced six tornadoes, mainly through the Bluegrass region. The second line, moving west to east, just produced some passing showers and thunderstorms. The third line, just ahead of the cold front, moved through during the evening hours. This produced three more tornadoes along the Interstate 71 corridor. One of these tornadoes began in Clark County, Indiana before crossing the Ohio River into Kentucky.",266
1176612,BOURBON CO.,MONTEREY,04/02/2024,820,Tornado, ,EF1,0,0,0,0,KY,EST-5, ,191095,C,17,LMK,0,0,NWS Storm Survey, ,7.86,100,2,SSE,3,ENE,AUSTERLITZ,04/02/2024,828,38.1471,-84.3042,38.093,-84.177,"This fairly long-tornado, for a squall line, started off as a trio of funnels that merged into one tornado at touchdown, per eyewitness accounts on a farm off Bethlehem Road. Multiple structures on the farm had damage. The tornado continued east|southeast thru rural parts of southern Bourbon County with few roads to gain good access to damage, but there were some trees down in Sidville and south of Escondida.  The most extensive and widespread damage occurred at Hidden Rose Farm. A lot of people had gathered to fix the damage, but evidence of the tornado still was clear. An open arena structure almost totally collapsed, with one wall standing. Another downstream stable had roof damage including a 4x6 wood beam that was lodged in the metal roof, though that roof was fixed by the time of the survey. Multiple trailers were flipped as well. 2 horses were taken to the animal hospital and 4 others had lacerations. The tornado continued southeast to a large property off the 6700 block of Paris Rd, in far north Clark County. In total the tornado covered 13.44 miles. ||This EF1 tornado covered 13.44 miles in total.","As a surface low cut across Missouri and Illinois, its eastward stretching warm front moved north across central Indiana while its cold front moved east towards the Lower Ohio Valley. This placed central Kentucky in the warm sector, where 3 separate lines of convection moved through during the day. The first line of storms generating from an early morning outflow boundary dropped southeast through the area. This produced six tornadoes, mainly through the Bluegrass region. The second line, moving west to east, just produced some passing showers and thunderstorms. The third line, just ahead of the cold front, moved through during the evening hours. This produced three more tornadoes along the Interstate 71 corridor. One of these tornadoes began in Clark County, Indiana before crossing the Ohio River into Kentucky.",267
1176614,CLARK CO.,RENICK,04/02/2024,828,Tornado, ,EF1,0,0,0,0,KY,EST-5, ,191095,C,49,LMK,0,0,NWS Storm Survey, ,4.82,100,2,NE,0,E,WADES MILL,04/02/2024,835,38.093,-84.177,38.0704,-84.0932,"After exiting Bourbon County, the tornado continued southeast to a large property off the 6700 block of Paris Rd, in far north Clark County. The home had several older healthy trees near the home downed as well as a barn demolished. A very old|stone cabin downwind of the home escaped damage, likely because of the upstream trees and the home structure. Some additional tree damage occurred along Pretty Run Rd. The tornado last caused damage to a large new barn in Wades Mill area before lifting. In total, the EF1 tornado covered 13.44 miles after beginning near Bethlehem Road in Bourbon County and ending in Clark County.","As a surface low cut across Missouri and Illinois, its eastward stretching warm front moved north across central Indiana while its cold front moved east towards the Lower Ohio Valley. This placed central Kentucky in the warm sector, where 3 separate lines of convection moved through during the day. The first line of storms generating from an early morning outflow boundary dropped southeast through the area. This produced six tornadoes, mainly through the Bluegrass region. The second line, moving west to east, just produced some passing showers and thunderstorms. The third line, just ahead of the cold front, moved through during the evening hours. This produced three more tornadoes along the Interstate 71 corridor. One of these tornadoes began in Clark County, Indiana before crossing the Ohio River into Kentucky.",268
